Study,Year,DOI_or_ID,Source_URL,Source_Access,Source_File,Inclusion_Tier,Reliability_Tier,Mn_wt,C_wt,Al_wt,Si_wt,Cu_wt,Ni_wt,Cr_wt,Mo_wt,Nb_wt,V_wt,T_anneal_C,Time_sec,RA_fraction,RA_pct,Measurement_Method,Data_Quality,Initial_Condition,Source_Ref,Extraction_Note,ML_Ready,Row_Key
grajcar_2018_ra_stability,2018.0,10.3390/app8112156,https://www.mdpi.com/2076-3417/8/11/2156,open_access_mdpi,transfer_real_ra_stability.csv,transfer_real_bainitic_hold,transfer_or_secondary,3.3,0.17,1.7,0.22,,,,0.23,0.0,,450.0,600.0,0.132,13.2,XRD,table,850-700-650-450,Table 3,3Mn steel thermomechanically processed then isothermally held at bainitic temperature; not classic IA but real RA stability data.,True,grajcar_2018_ra_stability|3.3|0.17|1.7|0.22|450.0|600.0|0.132|xrd
grajcar_2018_ra_stability,2018.0,10.3390/app8112156,https://www.mdpi.com/2076-3417/8/11/2156,open_access_mdpi,transfer_real_ra_stability.csv,transfer_real_bainitic_hold,transfer_or_secondary,3.3,0.17,1.7,0.22,,,,0.23,0.0,,450.0,1800.0,0.047,4.7,XRD,table,850-700-650-450,Table 3,3Mn steel thermomechanically processed then isothermally held at bainitic temperature; not classic IA but real RA stability data.,True,grajcar_2018_ra_stability|3.3|0.17|1.7|0.22|450.0|1800.0|0.047|xrd
grajcar_2018_ra_stability,2018.0,10.3390/app8112156,https://www.mdpi.com/2076-3417/8/11/2156,open_access_mdpi,transfer_real_ra_stability.csv,transfer_real_bainitic_hold,transfer_or_secondary,3.3,0.17,1.7,0.22,,,,0.23,0.0,,350.0,300.0,0.094,9.4,XRD,table,850-700-650-350,Table 3,3Mn steel thermomechanically processed then isothermally held at bainitic temperature; not classic IA but real RA stability data.,True,grajcar_2018_ra_stability|3.3|0.17|1.7|0.22|350.0|300.0|0.094|xrd
grajcar_2018_ra_stability,2018.0,10.3390/app8112156,https://www.mdpi.com/2076-3417/8/11/2156,open_access_mdpi,transfer_real_ra_stability.csv,transfer_real_bainitic_hold,transfer_or_secondary,3.3,0.17,1.7,0.22,,,,0.23,0.0,,400.0,300.0,0.168,16.8,XRD,table,850-700-650-400,Table 3,3Mn steel thermomechanically processed then isothermally held at bainitic temperature; not classic IA but real RA stability data.,True,grajcar_2018_ra_stability|3.3|0.17|1.7|0.22|400.0|300.0|0.168|xrd
grajcar_2018_ra_stability,2018.0,10.3390/app8112156,https://www.mdpi.com/2076-3417/8/11/2156,open_access_mdpi,transfer_real_ra_stability.csv,transfer_real_bainitic_hold,transfer_or_secondary,3.3,0.17,1.7,0.22,,,,0.23,0.0,,500.0,300.0,0.111,11.1,XRD,table,850-700-650-500,Table 3,3Mn steel thermomechanically processed then isothermally held at bainitic temperature; not classic IA but real RA stability data.,True,grajcar_2018_ra_stability|3.3|0.17|1.7|0.22|500.0|300.0|0.111|xrd
grajcar_2018_ra_stability,2018.0,10.3390/app8112156,https://www.mdpi.com/2076-3417/8/11/2156,open_access_mdpi,transfer_real_ra_stability.csv,transfer_real_bainitic_hold,transfer_or_secondary,3.1,0.17,1.6,0.22,,,,0.22,0.04,,450.0,60.0,0.115,11.5,XRD,table,850-700-650-450,Table 3,3MnNb steel thermomechanically processed then isothermally held at bainitic temperature; not classic IA but real RA stability data.,True,grajcar_2018_ra_stability|3.1|0.17|1.6|0.22|450.0|60.0|0.115|xrd
grajcar_2018_ra_stability,2018.0,10.3390/app8112156,https://www.mdpi.com/2076-3417/8/11/2156,open_access_mdpi,transfer_real_ra_stability.csv,transfer_real_bainitic_hold,transfer_or_secondary,3.1,0.17,1.6,0.22,,,,0.22,0.04,,450.0,300.0,0.159,15.9,XRD,table,850-700-650-450,Table 3,3MnNb steel thermomechanically processed then isothermally held at bainitic temperature; not classic IA but real RA stability data.,True,grajcar_2018_ra_stability|3.1|0.17|1.6|0.22|450.0|300.0|0.159|xrd
grajcar_2018_ra_stability,2018.0,10.3390/app8112156,https://www.mdpi.com/2076-3417/8/11/2156,open_access_mdpi,transfer_real_ra_stability.csv,transfer_real_bainitic_hold,transfer_or_secondary,3.1,0.17,1.6,0.22,,,,0.22,0.04,,450.0,600.0,0.124,12.4,XRD,table,850-700-650-450,Table 3,3MnNb steel thermomechanically processed then isothermally held at bainitic temperature; not classic IA but real RA stability data.,True,grajcar_2018_ra_stability|3.1|0.17|1.6|0.22|450.0|600.0|0.124|xrd
grajcar_2018_ra_stability,2018.0,10.3390/app8112156,https://www.mdpi.com/2076-3417/8/11/2156,open_access_mdpi,transfer_real_ra_stability.csv,transfer_real_bainitic_hold,transfer_or_secondary,3.1,0.17,1.6,0.22,,,,0.22,0.04,,450.0,1800.0,0.078,7.8,XRD,table,850-700-650-450,Table 3,3MnNb steel thermomechanically processed then isothermally held at bainitic temperature; not classic IA but real RA stability data.,True,grajcar_2018_ra_stability|3.1|0.17|1.6|0.22|450.0|1800.0|0.078|xrd
grajcar_2018_ra_stability,2018.0,10.3390/app8112156,https://www.mdpi.com/2076-3417/8/11/2156,open_access_mdpi,transfer_real_ra_stability.csv,transfer_real_bainitic_hold,transfer_or_secondary,3.1,0.17,1.6,0.22,,,,0.22,0.04,,350.0,300.0,0.093,9.3,XRD,table,850-700-650-350,Table 3,3MnNb steel thermomechanically processed then isothermally held at bainitic temperature; not classic IA but real RA stability data.,True,grajcar_2018_ra_stability|3.1|0.17|1.6|0.22|350.0|300.0|0.093|xrd
grajcar_2018_ra_stability,2018.0,10.3390/app8112156,https://www.mdpi.com/2076-3417/8/11/2156,open_access_mdpi,transfer_real_ra_stability.csv,transfer_real_bainitic_hold,transfer_or_secondary,3.1,0.17,1.6,0.22,,,,0.22,0.04,,400.0,300.0,0.177,17.7,XRD,table,850-700-650-400,Table 3,3MnNb steel thermomechanically processed then isothermally held at bainitic temperature; not classic IA but real RA stability data.,True,grajcar_2018_ra_stability|3.1|0.17|1.6|0.22|400.0|300.0|0.177|xrd
grajcar_2018_ra_stability,2018.0,10.3390/app8112156,https://www.mdpi.com/2076-3417/8/11/2156,open_access_mdpi,transfer_real_ra_stability.csv,transfer_real_bainitic_hold,transfer_or_secondary,3.1,0.17,1.6,0.22,,,,0.22,0.04,,500.0,300.0,0.098,9.8,XRD,table,850-700-650-500,Table 3,3MnNb steel thermomechanically processed then isothermally held at bainitic temperature; not classic IA but real RA stability data.,True,grajcar_2018_ra_stability|3.1|0.17|1.6|0.22|500.0|300.0|0.098|xrd
grajcar_2018_ra_stability,2018.0,10.3390/app8112156,https://www.mdpi.com/2076-3417/8/11/2156,open_access_mdpi,transfer_real_ra_stability.csv,transfer_real_bainitic_hold,transfer_or_secondary,4.7,0.16,1.6,0.2,,,,0.2,0.0,,450.0,60.0,0.078,7.8,XRD,table,850-450,Table 3,5Mn steel continuously cooled to bainitic hold; transfer/adjacent RA stability data.,True,grajcar_2018_ra_stability|4.7|0.16|1.6|0.2|450.0|60.0|0.078|xrd
grajcar_2018_ra_stability,2018.0,10.3390/app8112156,https://www.mdpi.com/2076-3417/8/11/2156,open_access_mdpi,transfer_real_ra_stability.csv,transfer_real_bainitic_hold,transfer_or_secondary,4.7,0.16,1.6,0.2,,,,0.2,0.0,,450.0,300.0,0.109,10.9,XRD,table,850-450,Table 3,5Mn steel continuously cooled to bainitic hold; transfer/adjacent RA stability data.,True,grajcar_2018_ra_stability|4.7|0.16|1.6|0.2|450.0|300.0|0.109|xrd
grajcar_2018_ra_stability,2018.0,10.3390/app8112156,https://www.mdpi.com/2076-3417/8/11/2156,open_access_mdpi,transfer_real_ra_stability.csv,transfer_real_bainitic_hold,transfer_or_secondary,4.7,0.16,1.6,0.2,,,,0.2,0.0,,450.0,600.0,0.081,8.1,XRD,table,850-450,Table 3,5Mn steel continuously cooled to bainitic hold; transfer/adjacent RA stability data.,True,grajcar_2018_ra_stability|4.7|0.16|1.6|0.2|450.0|600.0|0.081|xrd
grajcar_2018_ra_stability,2018.0,10.3390/app8112156,https://www.mdpi.com/2076-3417/8/11/2156,open_access_mdpi,transfer_real_ra_stability.csv,transfer_real_bainitic_hold,transfer_or_secondary,4.7,0.16,1.6,0.2,,,,0.2,0.0,,450.0,1800.0,0.07,7.0,XRD,table,850-450,Table 3,5Mn steel continuously cooled to bainitic hold; transfer/adjacent RA stability data.,True,grajcar_2018_ra_stability|4.7|0.16|1.6|0.2|450.0|1800.0|0.07|xrd
grajcar_2018_ra_stability,2018.0,10.3390/app8112156,https://www.mdpi.com/2076-3417/8/11/2156,open_access_mdpi,transfer_real_ra_stability.csv,transfer_real_bainitic_hold,transfer_or_secondary,4.7,0.16,1.6,0.2,,,,0.2,0.0,,400.0,300.0,0.098,9.8,XRD,table,850-400,Table 3,5Mn steel continuously cooled to bainitic hold; transfer/adjacent RA stability data.,True,grajcar_2018_ra_stability|4.7|0.16|1.6|0.2|400.0|300.0|0.098|xrd
grajcar_2018_ra_stability,2018.0,10.3390/app8112156,https://www.mdpi.com/2076-3417/8/11/2156,open_access_mdpi,transfer_real_ra_stability.csv,transfer_real_bainitic_hold,transfer_or_secondary,4.7,0.16,1.6,0.2,,,,0.2,0.0,,350.0,300.0,0.095,9.5,XRD,table,850-350,Table 3,5Mn steel continuously cooled to bainitic hold; transfer/adjacent RA stability data.,True,grajcar_2018_ra_stability|4.7|0.16|1.6|0.2|350.0|300.0|0.095|xrd
grajcar_2018_ra_stability,2018.0,10.3390/app8112156,https://www.mdpi.com/2076-3417/8/11/2156,open_access_mdpi,transfer_real_ra_stability.csv,transfer_real_bainitic_hold,transfer_or_secondary,4.7,0.16,1.6,0.2,,,,0.2,0.0,,500.0,300.0,0.082,8.2,XRD,table,850-500,Table 3,5Mn steel continuously cooled to bainitic hold; transfer/adjacent RA stability data.,True,grajcar_2018_ra_stability|4.7|0.16|1.6|0.2|500.0|300.0|0.082|xrd
grajcar_2018_ra_stability,2018.0,10.3390/app8112156,https://www.mdpi.com/2076-3417/8/11/2156,open_access_mdpi,transfer_real_ra_stability.csv,transfer_real_bainitic_hold,transfer_or_secondary,5.0,0.17,1.5,0.21,,,,0.2,0.03,,450.0,60.0,0.071,7.1,XRD,table,850-450,Table 3,5MnNb steel continuously cooled to bainitic hold; transfer/adjacent RA stability data.,True,grajcar_2018_ra_stability|5.0|0.17|1.5|0.21|450.0|60.0|0.071|xrd
grajcar_2018_ra_stability,2018.0,10.3390/app8112156,https://www.mdpi.com/2076-3417/8/11/2156,open_access_mdpi,transfer_real_ra_stability.csv,transfer_real_bainitic_hold,transfer_or_secondary,5.0,0.17,1.5,0.21,,,,0.2,0.03,,450.0,300.0,0.11,11.0,XRD,table,850-450,Table 3,5MnNb steel continuously cooled to bainitic hold; transfer/adjacent RA stability data.,True,grajcar_2018_ra_stability|5.0|0.17|1.5|0.21|450.0|300.0|0.11|xrd
grajcar_2018_ra_stability,2018.0,10.3390/app8112156,https://www.mdpi.com/2076-3417/8/11/2156,open_access_mdpi,transfer_real_ra_stability.csv,transfer_real_bainitic_hold,transfer_or_secondary,5.0,0.17,1.5,0.21,,,,0.2,0.03,,450.0,600.0,0.08,8.0,XRD,table,850-450,Table 3,5MnNb steel continuously cooled to bainitic hold; transfer/adjacent RA stability data.,True,grajcar_2018_ra_stability|5.0|0.17|1.5|0.21|450.0|600.0|0.08|xrd
grajcar_2018_ra_stability,2018.0,10.3390/app8112156,https://www.mdpi.com/2076-3417/8/11/2156,open_access_mdpi,transfer_real_ra_stability.csv,transfer_real_bainitic_hold,transfer_or_secondary,5.0,0.17,1.5,0.21,,,,0.2,0.03,,450.0,1800.0,0.068,6.8,XRD,table,850-450,Table 3,5MnNb steel continuously cooled to bainitic hold; transfer/adjacent RA stability data.,True,grajcar_2018_ra_stability|5.0|0.17|1.5|0.21|450.0|1800.0|0.068|xrd
grajcar_2018_ra_stability,2018.0,10.3390/app8112156,https://www.mdpi.com/2076-3417/8/11/2156,open_access_mdpi,transfer_real_ra_stability.csv,transfer_real_bainitic_hold,transfer_or_secondary,5.0,0.17,1.5,0.21,,,,0.2,0.03,,400.0,300.0,0.134,13.4,XRD,table,850-400,Table 3,5MnNb steel continuously cooled to bainitic hold; transfer/adjacent RA stability data.,True,grajcar_2018_ra_stability|5.0|0.17|1.5|0.21|400.0|300.0|0.134|xrd
grajcar_2018_ra_stability,2018.0,10.3390/app8112156,https://www.mdpi.com/2076-3417/8/11/2156,open_access_mdpi,transfer_real_ra_stability.csv,transfer_real_bainitic_hold,transfer_or_secondary,5.0,0.17,1.5,0.21,,,,0.2,0.03,,350.0,300.0,0.122,12.2,XRD,table,850-350,Table 3,5MnNb steel continuously cooled to bainitic hold; transfer/adjacent RA stability data.,True,grajcar_2018_ra_stability|5.0|0.17|1.5|0.21|350.0|300.0|0.122|xrd
grajcar_2018_ra_stability,2018.0,10.3390/app8112156,https://www.mdpi.com/2076-3417/8/11/2156,open_access_mdpi,transfer_real_ra_stability.csv,transfer_real_bainitic_hold,transfer_or_secondary,5.0,0.17,1.5,0.21,,,,0.2,0.03,,500.0,300.0,0.095,9.5,XRD,table,850-500,Table 3,5MnNb steel continuously cooled to bainitic hold; transfer/adjacent RA stability data.,True,grajcar_2018_ra_stability|5.0|0.17|1.5|0.21|500.0|300.0|0.095|xrd
grajcar_2019_mech_stability,2019.0,10.3390/ma12030501,https://www.mdpi.com/1996-1944/12/3/501,open_access_mdpi,transfer_real_ra_stability.csv,transfer_mechanical_stability,transfer_or_secondary,3.3,0.17,1.7,0.22,,,,0.23,0.0,,25.0,0.0,0.168,16.8,EBSD,table,TMP_initial,Table 3,Initial undeformed thermomechanically processed 3Mn-1.5Al steel; mechanical-stability transfer data not IA kinetics.,True,grajcar_2019_mech_stability|3.3|0.17|1.7|0.22|25.0|0.0|0.168|ebsd
grajcar_2019_mech_stability,2019.0,10.3390/ma12030501,https://www.mdpi.com/1996-1944/12/3/501,open_access_mdpi,transfer_real_ra_stability.csv,transfer_mechanical_stability,transfer_or_secondary,3.3,0.17,1.7,0.22,,,,0.23,0.0,,25.0,0.0,0.173,17.3,XRD,table,TMP_initial,Table 3,Initial undeformed thermomechanically processed 3Mn-1.5Al steel; XRD comparison row.,True,grajcar_2019_mech_stability|3.3|0.17|1.7|0.22|25.0|0.0|0.173|xrd
grajcar_2019_mech_stability,2019.0,10.3390/ma12030501,https://www.mdpi.com/1996-1944/12/3/501,open_access_mdpi,transfer_real_ra_stability.csv,transfer_mechanical_stability,transfer_or_secondary,3.3,0.17,1.7,0.22,,,,0.23,0.0,,25.0,0.0,0.083,8.3,EBSD,table,TMP_plus_5pct_strain,Table 3,After 5 percent tensile strain; transfer data for strain-induced RA transformation.,True,grajcar_2019_mech_stability|3.3|0.17|1.7|0.22|25.0|0.0|0.083|ebsd
grajcar_2019_mech_stability,2019.0,10.3390/ma12030501,https://www.mdpi.com/1996-1944/12/3/501,open_access_mdpi,transfer_real_ra_stability.csv,transfer_mechanical_stability,transfer_or_secondary,3.3,0.17,1.7,0.22,,,,0.23,0.0,,25.0,0.0,0.086,8.6,XRD,table,TMP_plus_5pct_strain,Table 3,After 5 percent tensile strain; transfer data for strain-induced RA transformation.,True,grajcar_2019_mech_stability|3.3|0.17|1.7|0.22|25.0|0.0|0.086|xrd
grajcar_2019_mech_stability,2019.0,10.3390/ma12030501,https://www.mdpi.com/1996-1944/12/3/501,open_access_mdpi,transfer_real_ra_stability.csv,transfer_mechanical_stability,transfer_or_secondary,3.3,0.17,1.7,0.22,,,,0.23,0.0,,25.0,0.0,0.057,5.7,EBSD,table,TMP_plus_10pct_strain,Table 3,After 10 percent tensile strain; transfer data for strain-induced RA transformation.,True,grajcar_2019_mech_stability|3.3|0.17|1.7|0.22|25.0|0.0|0.057|ebsd
grajcar_2019_mech_stability,2019.0,10.3390/ma12030501,https://www.mdpi.com/1996-1944/12/3/501,open_access_mdpi,transfer_real_ra_stability.csv,transfer_mechanical_stability,transfer_or_secondary,3.3,0.17,1.7,0.22,,,,0.23,0.0,,25.0,0.0,0.065,6.5,XRD,table,TMP_plus_10pct_strain,Table 3,After 10 percent tensile strain; transfer data for strain-induced RA transformation.,True,grajcar_2019_mech_stability|3.3|0.17|1.7|0.22|25.0|0.0|0.065|xrd
grajcar_2019_mech_stability,2019.0,10.3390/ma12030501,https://www.mdpi.com/1996-1944/12/3/501,open_access_mdpi,transfer_real_ra_stability.csv,transfer_mechanical_stability,transfer_or_secondary,3.3,0.17,1.7,0.22,,,,0.23,0.0,,25.0,0.0,0.048,4.8,EBSD,table,TMP_rupture_15pct_strain,Table 3,After rupture at about 15 percent strain; transfer data for strain-induced RA transformation.,True,grajcar_2019_mech_stability|3.3|0.17|1.7|0.22|25.0|0.0|0.048|ebsd
grajcar_2019_mech_stability,2019.0,10.3390/ma12030501,https://www.mdpi.com/1996-1944/12/3/501,open_access_mdpi,transfer_real_ra_stability.csv,transfer_mechanical_stability,transfer_or_secondary,3.3,0.17,1.7,0.22,,,,0.23,0.0,,25.0,0.0,0.054,5.4,XRD,table,TMP_rupture_15pct_strain,Table 3,After rupture at about 15 percent strain; transfer data for strain-induced RA transformation.,True,grajcar_2019_mech_stability|3.3|0.17|1.7|0.22|25.0|0.0|0.054|xrd
kantanen_2022_qp_art,2022.0,10.1016/j.msea.2022.143341,https://oulurepo.oulu.fi/bitstream/handle/10024/32456/nbnfi-fe2022061647131.pdf,open_repository_pdf,transfer_real_ra_stability.csv,transfer_qp_art,transfer_or_secondary,2.9,0.3,0.47,1.0,,,,0.2,0.0,,350.0,1000.0,0.1,10.0,XRD,table,QP_350C_1000s,Table 6,Steel A QP selected Gleeble sample; real RA data but QP/ART transfer not core IA kinetics.,True,kantanen_2022_qp_art|2.9|0.3|0.47|1.0|350.0|1000.0|0.1|xrd
kantanen_2022_qp_art,2022.0,10.1016/j.msea.2022.143341,https://oulurepo.oulu.fi/bitstream/handle/10024/32456/nbnfi-fe2022061647131.pdf,open_repository_pdf,transfer_real_ra_stability.csv,transfer_qp_art,transfer_or_secondary,2.9,0.3,0.47,1.0,,,,0.2,0.0,,350.0,1000.0,0.08,8.0,EBSD,table,QP_350C_1000s,Table 6,Steel A QP selected Gleeble sample EBSD comparison.,True,kantanen_2022_qp_art|2.9|0.3|0.47|1.0|350.0|1000.0|0.08|ebsd
kantanen_2022_qp_art,2022.0,10.1016/j.msea.2022.143341,https://oulurepo.oulu.fi/bitstream/handle/10024/32456/nbnfi-fe2022061647131.pdf,open_repository_pdf,transfer_real_ra_stability.csv,transfer_qp_art,transfer_or_secondary,2.9,0.3,0.47,1.0,,,,0.2,0.0,,710.0,1000.0,0.22,22.0,XRD,table,ART_710C_1000s,Table 6,Steel A ART selected Gleeble sample; real ART retained-austenite data.,True,kantanen_2022_qp_art|2.9|0.3|0.47|1.0|710.0|1000.0|0.22|xrd
kantanen_2022_qp_art,2022.0,10.1016/j.msea.2022.143341,https://oulurepo.oulu.fi/bitstream/handle/10024/32456/nbnfi-fe2022061647131.pdf,open_repository_pdf,transfer_real_ra_stability.csv,transfer_qp_art,transfer_or_secondary,2.9,0.3,0.47,1.0,,,,0.2,0.0,,710.0,1000.0,0.11,11.0,EBSD,table,ART_710C_1000s,Table 6,Steel A ART selected Gleeble sample EBSD comparison.,True,kantanen_2022_qp_art|2.9|0.3|0.47|1.0|710.0|1000.0|0.11|ebsd
kantanen_2022_qp_art,2022.0,10.1016/j.msea.2022.143341,https://oulurepo.oulu.fi/bitstream/handle/10024/32456/nbnfi-fe2022061647131.pdf,open_repository_pdf,transfer_real_ra_stability.csv,transfer_qp_art,transfer_or_secondary,3.9,0.31,0.42,1.0,,,,0.21,0.0,,350.0,1000.0,0.2,20.0,XRD,table,QP_350C_1000s,Table 6,Steel B QP selected Gleeble sample.,True,kantanen_2022_qp_art|3.9|0.31|0.42|1.0|350.0|1000.0|0.2|xrd
kantanen_2022_qp_art,2022.0,10.1016/j.msea.2022.143341,https://oulurepo.oulu.fi/bitstream/handle/10024/32456/nbnfi-fe2022061647131.pdf,open_repository_pdf,transfer_real_ra_stability.csv,transfer_qp_art,transfer_or_secondary,3.9,0.31,0.42,1.0,,,,0.21,0.0,,350.0,1000.0,0.21,21.0,EBSD,table,QP_350C_1000s,Table 6,Steel B QP selected Gleeble sample EBSD comparison.,True,kantanen_2022_qp_art|3.9|0.31|0.42|1.0|350.0|1000.0|0.21|ebsd
kantanen_2022_qp_art,2022.0,10.1016/j.msea.2022.143341,https://oulurepo.oulu.fi/bitstream/handle/10024/32456/nbnfi-fe2022061647131.pdf,open_repository_pdf,transfer_real_ra_stability.csv,transfer_qp_art,transfer_or_secondary,3.9,0.31,0.42,1.0,,,,0.21,0.0,,660.0,5000.0,0.49,49.0,XRD,table,ART_660C_5000s,Table 6,Steel B ART selected Gleeble sample.,True,kantanen_2022_qp_art|3.9|0.31|0.42|1.0|660.0|5000.0|0.49|xrd
kantanen_2022_qp_art,2022.0,10.1016/j.msea.2022.143341,https://oulurepo.oulu.fi/bitstream/handle/10024/32456/nbnfi-fe2022061647131.pdf,open_repository_pdf,transfer_real_ra_stability.csv,transfer_qp_art,transfer_or_secondary,3.9,0.31,0.42,1.0,,,,0.21,0.0,,660.0,5000.0,0.38,38.0,EBSD,table,ART_660C_5000s,Table 6,Steel B ART selected Gleeble sample EBSD comparison.,True,kantanen_2022_qp_art|3.9|0.31|0.42|1.0|660.0|5000.0|0.38|ebsd
kantanen_2022_qp_art,2022.0,10.1016/j.msea.2022.143341,https://oulurepo.oulu.fi/bitstream/handle/10024/32456/nbnfi-fe2022061647131.pdf,open_repository_pdf,transfer_real_ra_stability.csv,transfer_qp_art,transfer_or_secondary,2.7,0.32,0.54,1.0,,,,0.41,0.2,,350.0,1000.0,0.17,17.0,XRD,table,QP_350C_1000s,Table 6,Steel C QP selected Gleeble sample.,True,kantanen_2022_qp_art|2.7|0.32|0.54|1.0|350.0|1000.0|0.17|xrd
