Study,Year,DOI_or_ID,Source_URL,Source_Access,Source_File,Inclusion_Tier,Reliability_Tier,Mn_wt,C_wt,Al_wt,Si_wt,Cu_wt,Ni_wt,Cr_wt,Mo_wt,Nb_wt,V_wt,T_anneal_C,Time_sec,RA_fraction,RA_pct,Measurement_Method,Data_Quality,Initial_Condition,Source_Ref,Extraction_Note,ML_Ready,Row_Key
sadeghpour_2022_partitioning,2022.0,10.3390/ma15207322,https://www.mdpi.com/1996-1944/15/20/7322,open_access_mdpi,open_access_verified_additions.csv,core_exact,experimental_core_exact,4.0,0.31,0.42,0.0,0.0,2.0,0.0,,,,600.0,1200.0,0.08,8.0,XRD,text_reported,quenched to 120C then warm deformed at 500C,Figure 3 text,Def-A600 RA fraction reported as 8 percent after 20 min partitioning/annealing.,True,sadeghpour_2022_partitioning|4.0|0.31|0.42|0.0|600.0|1200.0|0.08|xrd
sadeghpour_2022_partitioning,2022.0,10.3390/ma15207322,https://www.mdpi.com/1996-1944/15/20/7322,open_access_mdpi,open_access_verified_additions.csv,core_exact,experimental_core_exact,4.0,0.31,0.42,0.0,0.0,2.0,0.0,,,,650.0,1200.0,0.29,29.0,XRD,table,quenched to 120C then warm deformed at 500C,Table 2 / Figure 3 text,Def-500 at 650C for 20 min gives RA fraction 29 percent.,True,sadeghpour_2022_partitioning|4.0|0.31|0.42|0.0|650.0|1200.0|0.29|xrd
sadeghpour_2022_partitioning,2022.0,10.3390/ma15207322,https://www.mdpi.com/1996-1944/15/20/7322,open_access_mdpi,open_access_verified_additions.csv,core_exact,experimental_core_exact,4.0,0.31,0.42,0.0,0.0,2.0,0.0,,,,700.0,1200.0,0.11,11.0,XRD,text_reported,quenched to 120C then warm deformed at 500C,Figure 3 text,Def-A700 RA fraction reported as 11 percent after 20 min partitioning/annealing.,True,sadeghpour_2022_partitioning|4.0|0.31|0.42|0.0|700.0|1200.0|0.11|xrd
sadeghpour_2022_partitioning,2022.0,10.3390/ma15207322,https://www.mdpi.com/1996-1944/15/20/7322,open_access_mdpi,open_access_verified_additions.csv,core_exact,experimental_core_exact,4.0,0.31,0.42,0.0,0.0,2.0,0.0,,,,650.0,1200.0,0.32,32.0,XRD,table,quenched to 120C then deformed at 250C,Table 2,def-250 at 650C for 20 min gives RA fraction 32 percent.,True,sadeghpour_2022_partitioning|4.0|0.31|0.42|0.0|650.0|1200.0|0.32|xrd
sadeghpour_2022_partitioning,2022.0,10.3390/ma15207322,https://www.mdpi.com/1996-1944/15/20/7322,open_access_mdpi,open_access_verified_additions.csv,core_exact,experimental_core_exact,4.0,0.31,0.42,0.0,0.0,2.0,0.0,,,,650.0,1200.0,0.34,34.0,XRD,table,quenched to 120C without deformation,Table 2,non-def at 650C for 20 min gives RA fraction 34 percent.,True,sadeghpour_2022_partitioning|4.0|0.31|0.42|0.0|650.0|1200.0|0.34|xrd
skowronek_2023_time,2023.0,10.1007/s11661-023-06998-x,https://link.springer.com/article/10.1007/s11661-023-06998-x,open_access_springer,open_access_verified_additions.csv,core_partial_composition,candidate_review,5.0,,1.6,0.0,0.0,0.0,0.0,,,,680.0,60.0,0.16,16.0,XRD,text_reported,hot-rolled martensitic strip,Results section / Figure 2 text,Al-alloyed 5Mn steel. Composition table not extracted yet; C field blank. Text reports about 16 pct RA after 1 min at 680C.,False,skowronek_2023_time|5.0|nan|1.6|0.0|680.0|60.0|0.16|xrd
skowronek_2023_time,2023.0,10.1007/s11661-023-06998-x,https://link.springer.com/article/10.1007/s11661-023-06998-x,open_access_springer,open_access_verified_additions.csv,core_partial_composition,candidate_review,5.0,,1.6,0.0,0.0,0.0,0.0,,,,680.0,900.0,0.33,33.0,XRD,text_reported,hot-rolled martensitic strip,Results section / Figure 2 text,Al-alloyed 5Mn steel. Composition table not extracted yet; C field blank. Text reports 33 pct fraction after first 15 min.,False,skowronek_2023_time|5.0|nan|1.6|0.0|680.0|900.0|0.33|xrd
skowronek_2023_time,2023.0,10.1007/s11661-023-06998-x,https://link.springer.com/article/10.1007/s11661-023-06998-x,open_access_springer,open_access_verified_additions.csv,core_partial_composition,candidate_review,5.0,,1.6,0.0,0.0,0.0,0.0,,,,680.0,18000.0,0.41,41.0,XRD,text_reported,hot-rolled martensitic strip,Results section / Figure 2 text,Al-alloyed 5Mn steel. Composition table not extracted yet; C field blank. Text indicates final fraction about 41 pct and 120-300 min nearly constant; entered at 300 min.,False,skowronek_2023_time|5.0|nan|1.6|0.0|680.0|18000.0|0.41|xrd
bhadhon_2022_starting_microstructure,2022.0,10.3390/met12020356,https://www.mdpi.com/2075-4701/12/2/356,open_access_mdpi,open_access_verified_additions.csv,candidate_approx,candidate_review,6.0,0.2,0.4,1.7,0.0,0.0,0.5,,,,675.0,60.0,0.3,30.0,XRD,text_reported_lower_bound,martensitic starting microstructure,Abstract / Results section,"Abstract says M starting microstructures achieved greater than 0.30 RA for 675C and 60-360 s. Entered as lower-bound candidate, not exact training row.",True,bhadhon_2022_starting_microstructure|6.0|0.2|0.4|1.7|675.0|60.0|0.3|xrd
bhadhon_2022_starting_microstructure,2022.0,10.3390/met12020356,https://www.mdpi.com/2075-4701/12/2/356,open_access_mdpi,open_access_verified_additions.csv,candidate_approx,candidate_review,6.0,0.2,0.4,1.7,0.0,0.0,0.5,,,,710.0,480.0,0.37,37.0,XRD,text_reported_approx,cold-rolled tempered martensite starting microstructure,Results section / Figure 5 text,CR 710C plus 480 s yielded high RA fraction about 0.37. Approximate candidate only.,True,bhadhon_2022_starting_microstructure|6.0|0.2|0.4|1.7|710.0|480.0|0.37|xrd
bhadhon_2022_starting_microstructure,2022.0,10.3390/met12020356,https://www.mdpi.com/2075-4701/12/2/356,open_access_mdpi,open_access_verified_additions.csv,candidate_approx,candidate_review,6.0,0.2,0.4,1.7,0.0,0.0,0.5,,,,710.0,600.0,0.37,37.0,XRD,text_reported_approx,cold-rolled tempered martensite starting microstructure,Results section / Figure 5 text,CR 710C plus 600 s yielded high RA fraction about 0.37. Approximate candidate only.,True,bhadhon_2022_starting_microstructure|6.0|0.2|0.4|1.7|710.0|600.0|0.37|xrd
chen_2023_mn_segregation_band,2023.0,10.11900/0412.1961.2021.00431,https://www.ams.org.cn/article/2023/0412-1961/0412-1961-2023-59-11-1448.shtml,open_access_chinese_journal,open_access_verified_additions.csv,core_exact,experimental_core_exact,9.0,0.35,3.2,0.0,0.0,0.0,0.0,,,,600.0,3600.0,0.612,61.2,XRD,text_reported,hot-rolled quenched medium-Mn steel with Mn-segregation band,Results section Figure 3 text,Chinese open article reports RA volume fraction before tensile deformation for IA600 as 61.2 percent after 600C 1h water quench.,True,chen_2023_mn_segregation_band|9.0|0.35|3.2|0.0|600.0|3600.0|0.612|xrd
chen_2023_mn_segregation_band,2023.0,10.11900/0412.1961.2021.00431,https://www.ams.org.cn/article/2023/0412-1961/0412-1961-2023-59-11-1448.shtml,open_access_chinese_journal,open_access_verified_additions.csv,core_exact,experimental_core_exact,9.0,0.35,3.2,0.0,0.0,0.0,0.0,,,,650.0,3600.0,0.659,65.9,XRD,text_reported,hot-rolled quenched medium-Mn steel with Mn-segregation band,Results section Figure 3 text,Chinese open article reports RA volume fraction before tensile deformation for IA650 as 65.9 percent after 650C 1h water quench.,True,chen_2023_mn_segregation_band|9.0|0.35|3.2|0.0|650.0|3600.0|0.659|xrd
chen_2023_mn_segregation_band,2023.0,10.11900/0412.1961.2021.00431,https://www.ams.org.cn/article/2023/0412-1961/0412-1961-2023-59-11-1448.shtml,open_access_chinese_journal,open_access_verified_additions.csv,core_exact,experimental_core_exact,9.0,0.35,3.2,0.0,0.0,0.0,0.0,,,,700.0,3600.0,0.718,71.8,XRD,text_reported,hot-rolled quenched medium-Mn steel with Mn-segregation band,Results section Figure 3 text,Chinese open article reports RA volume fraction before tensile deformation for IA700 as 71.8 percent after 700C 1h water quench.,True,chen_2023_mn_segregation_band|9.0|0.35|3.2|0.0|700.0|3600.0|0.718|xrd
zhang_2024_cold_rolled_auto_mmn,2024.0,10.3969/j.issn.0253-6099.2024.05.032,https://xiang.jp.kxsz.net/article/id/7722,open_abstract_chinese,open_access_verified_additions.csv,candidate_partial_composition,candidate_review,,,,,,,,,,,660.0,1800.0,0.2412,24.12,unspecified_XRD_or_microstructure,text_reported_abstract,cold-rolled automotive medium-Mn steel,Abstract,Abstract reports optimum reverse-transformation anneal at 660C for 30 min with austenite volume fraction 24.12 percent. Full PDF needed for composition and measurement method before ML use.,False,zhang_2024_cold_rolled_auto_mmn|nan|nan|nan|nan|660.0|1800.0|0.2412|unspecified_xrd_or_microstructure
zhang_2024_continuous_yield,2024.0,10.11900/0412.1961.2022.00498,https://www.ams.org.cn/article/2024/0412-1961/0412-1961-2024-60-4-443.shtml,open_access_chinese_journal,open_access_verified_additions.csv,core_exact,experimental_core_exact,5.45,0.18,1.62,0.5,0.0,0.0,0.0,,,,730.0,180.0,0.2918,29.18,XRD,text_reported,cold-rolled direct anneal A730-3,Results section Figure 6 text,Fe-0.18C-5.45Mn-1.62Al-0.50Si; direct 730C anneal for 3 min. Text reports pre-tensile RA 29.18 percent.,True,zhang_2024_continuous_yield|5.45|0.18|1.62|0.5|730.0|180.0|0.2918|xrd
zhang_2024_continuous_yield,2024.0,10.11900/0412.1961.2022.00498,https://www.ams.org.cn/article/2024/0412-1961/0412-1961-2024-60-4-443.shtml,open_access_chinese_journal,open_access_verified_additions.csv,core_exact,experimental_core_exact,5.45,0.18,1.62,0.5,0.0,0.0,0.0,,,,730.0,300.0,0.2811,28.11,XRD,text_reported,pretreated PA730-5: 800C 5min + 550C 2h WQ then 730C 5min,Results section Figure 6 text,Fe-0.18C-5.45Mn-1.62Al-0.50Si; after pretreatment and 730C anneal for 5 min. Text reports pre-tensile RA 28.11 percent.,True,zhang_2024_continuous_yield|5.45|0.18|1.62|0.5|730.0|300.0|0.2811|xrd
hu_2016_mn_al_trip,2016.0,NEU_Natural_2016_37_2_179,https://xuebao.neu.edu.cn/natural/article/html/2016-2-179.htm,open_access_chinese_university,open_access_verified_additions.csv,core_exact,experimental_core_exact,6.4,0.18,2.8,0.48,0.0,0.0,0.0,,,,600.0,300.0,0.153,15.3,XRD,text_reported,hot-rolled Fe-0.2C-7Mn-3Al thermo-simulated intercritical anneal,Results section Figure 3 text,"Experimental composition C0.18 Si0.48 Mn6.4 Al2.8 V0.1; 10 C/s to IA temperature, held 5 min then air-cooled. Text reports 600C RA 15.3 percent.",True,hu_2016_mn_al_trip|6.4|0.18|2.8|0.48|600.0|300.0|0.153|xrd
hu_2016_mn_al_trip,2016.0,NEU_Natural_2016_37_2_179,https://xuebao.neu.edu.cn/natural/article/html/2016-2-179.htm,open_access_chinese_university,open_access_verified_additions.csv,core_exact,experimental_core_exact,6.4,0.18,2.8,0.48,0.0,0.0,0.0,,,,750.0,300.0,0.325,32.5,XRD,text_reported,hot-rolled Fe-0.2C-7Mn-3Al thermo-simulated intercritical anneal,Results section Figure 3 text,"Experimental composition C0.18 Si0.48 Mn6.4 Al2.8 V0.1; 10 C/s to IA temperature, held 5 min then air-cooled. Text reports 750C RA 32.5 percent.",True,hu_2016_mn_al_trip|6.4|0.18|2.8|0.48|750.0|300.0|0.325|xrd
li_2015_hot_rolled_trip_time,2015.0,NEU_Natural_2015_36_9_1256,https://xuebao.neu.edu.cn/natural/article/html/2015-9-1256.htm,open_access_chinese_university,open_access_verified_additions.csv,core_exact,experimental_core_exact,5.83,0.17,3.12,0.0,0.0,0.0,0.0,,,,650.0,600.0,0.503,50.3,XRD,text_reported,hot-rolled Fe-6Mn-3Al; 700C 1h water quench then 650C ART,Abstract and Results section Figure 5 text,Experimental composition C0.17 Mn5.83 Al3.12 Fe balance; 700C water quench then 650C for 10 min. Text reports RA 50.3 percent before tensile deformation.,True,li_2015_hot_rolled_trip_time|5.83|0.17|3.12|0.0|650.0|600.0|0.503|xrd
yin_2014_ufg_trip_temp,2014.0,10.13374/j.issn1001-053x.2014.03.005,https://cje.ustb.edu.cn/cn/article/pdf/preview/10.13374/j.issn1001-053x.2014.03.005.pdf,open_access_chinese_pdf,open_access_verified_additions.csv,core_exact,experimental_core_exact,6.72,0.08,0.0,0.15,0.0,0.0,0.0,,,,650.0,180.0,0.193,19.3,XRD,text_reported,cold-rolled Fe-C-Mn ultrafine-grained TRIP steel,PDF lines around Figure 8 text,Composition table: C0.080 Si0.15 Mn6.72 Nb0.034. Heat treatment 590-710C for 3 min. Text reports RA 19.3 percent at 650C for 3 min.,True,yin_2014_ufg_trip_temp|6.72|0.08|0.0|0.15|650.0|180.0|0.193|xrd
wan_2025_ce_time,2025.0,10.13228/j.boyuan.issn0449-749x.20250586,https://www.chinamet.cn/article/doi/10.13228/j.boyuan.issn0449-749x.20250586,open_abstract_chinese,open_access_verified_additions.csv,candidate_partial_composition,candidate_review,,,,,,,,,,,650.0,1200.0,0.2332,23.32,XRD,text_reported_abstract,Ce-free medium-Mn automotive steel short-process IA,Abstract,Abstract reports Ce-free steel at 650C 20 min reaches peak RA volume fraction 23.32 percent. Composition not available in visible abstract.,False,wan_2025_ce_time|nan|nan|nan|nan|650.0|1200.0|0.2332|xrd
wan_2025_ce_time,2025.0,10.13228/j.boyuan.issn0449-749x.20250586,https://www.chinamet.cn/article/doi/10.13228/j.boyuan.issn0449-749x.20250586,open_abstract_chinese,open_access_verified_additions.csv,candidate_partial_composition,candidate_review,,,,,,,,,,,650.0,1200.0,0.2529,25.29,XRD,text_reported_abstract,Ce-microalloyed medium-Mn automotive steel short-process IA,Abstract,Abstract reports Ce-added steel at 650C 20 min reaches RA volume fraction 25.29 percent. Composition not available in visible abstract.,False,wan_2025_ce_time|nan|nan|nan|nan|650.0|1200.0|0.2529|xrd
zhao_2018_reverse_phase,2018.0,10.3390/ma11091633,https://www.mdpi.com/1996-1944/11/9/1633,open_access_mdpi,open_access_verified_additions.csv,core_exact,experimental_core_exact,5.4,0.13,0.0,0.0,0.0,0.0,0.0,,,,625.0,1800.0,0.0509,5.09,XRD,text_reported,930C 20min quench then reverse-phase transformation anneal,Abstract and Results section,0.13C-5.4Mn cold-rolled steel; article reports RA 5.09 pct after 625C reverse-phase annealing for 30 min.,True,zhao_2018_reverse_phase|5.4|0.13|0.0|0.0|625.0|1800.0|0.0509|xrd
zhao_2018_reverse_phase,2018.0,10.3390/ma11091633,https://www.mdpi.com/1996-1944/11/9/1633,open_access_mdpi,open_access_verified_additions.csv,candidate_approx,candidate_review,5.4,0.13,0.0,0.0,0.0,0.0,0.0,,,,650.0,1800.0,0.1048,10.48,XRD,text_reported_discrepant,930C 20min quench then reverse-phase transformation anneal,Results section / conclusion,Article text reports 10.39 pct in one paragraph and 10.48 pct later for 650C; row kept candidate until figure/table verification.,True,zhao_2018_reverse_phase|5.4|0.13|0.0|0.0|650.0|1800.0|0.1048|xrd
zhao_2018_reverse_phase,2018.0,10.3390/ma11091633,https://www.mdpi.com/1996-1944/11/9/1633,open_access_mdpi,open_access_verified_additions.csv,core_exact,experimental_core_exact,5.4,0.13,0.0,0.0,0.0,0.0,0.0,,,,675.0,1800.0,0.2234,22.34,XRD,text_reported,930C 20min quench then reverse-phase transformation anneal,Abstract and Results section,0.13C-5.4Mn cold-rolled steel; article reports RA peak 22.34 pct after 675C reverse-phase annealing for 30 min.,True,zhao_2018_reverse_phase|5.4|0.13|0.0|0.0|675.0|1800.0|0.2234|xrd
zhao_2018_reverse_phase,2018.0,10.3390/ma11091633,https://www.mdpi.com/1996-1944/11/9/1633,open_access_mdpi,open_access_verified_additions.csv,core_exact,experimental_core_exact,5.4,0.13,0.0,0.0,0.0,0.0,0.0,,,,700.0,1800.0,0.0932,9.32,XRD,text_reported,930C 20min quench then reverse-phase transformation anneal,Abstract and Results section,0.13C-5.4Mn cold-rolled steel; article reports RA 9.32 pct after 700C reverse-phase annealing for 30 min.,True,zhao_2018_reverse_phase|5.4|0.13|0.0|0.0|700.0|1800.0|0.0932|xrd
mehrabi_2024_process_map_compilation,2024.0,10.3390/ma17050993,https://www.mdpi.com/1996-1944/17/5/993,open_access_mdpi,open_access_verified_additions.csv,secondary_compiled_exact,transfer_or_secondary,5.91,0.18,0.4,1.5,0.0,0.0,0.6,,,,675.0,120.0,0.15,15.0,XRD,compiled_table,tempered martensite starting microstructure,Table 1,Secondary compilation of measured RA vol pct from literature ref [28]; primary source still needs tracing before final publication dataset.,True,mehrabi_2024_process_map_compilation|5.91|0.18|0.4|1.5|675.0|120.0|0.15|xrd
mehrabi_2024_process_map_compilation,2024.0,10.3390/ma17050993,https://www.mdpi.com/1996-1944/17/5/993,open_access_mdpi,open_access_verified_additions.csv,secondary_compiled_exact,transfer_or_secondary,5.56,0.15,1.89,1.1,0.0,0.0,0.0,,,,710.0,120.0,0.27,27.0,XRD,compiled_table,tempered martensite starting microstructure,Table 1,Secondary compilation of measured RA vol pct from literature ref [31]; Table also reports intercritical gamma 40.0 vol pct.,True,mehrabi_2024_process_map_compilation|5.56|0.15|1.89|1.1|710.0|120.0|0.27|xrd
mehrabi_2024_process_map_compilation,2024.0,10.3390/ma17050993,https://www.mdpi.com/1996-1944/17/5/993,open_access_mdpi,open_access_verified_additions.csv,secondary_compiled_exact,transfer_or_secondary,5.91,0.18,0.4,1.5,0.0,0.0,0.6,,,,710.0,120.0,0.25,25.0,XRD,compiled_table,tempered martensite starting microstructure,Table 1,Secondary compilation of measured RA vol pct from literature ref [28]; primary source still needs tracing before final publication dataset.,True,mehrabi_2024_process_map_compilation|5.91|0.18|0.4|1.5|710.0|120.0|0.25|xrd
mehrabi_2024_process_map_compilation,2024.0,10.3390/ma17050993,https://www.mdpi.com/1996-1944/17/5/993,open_access_mdpi,open_access_verified_additions.csv,secondary_compiled_exact,transfer_or_secondary,5.56,0.15,1.89,1.1,0.0,0.0,0.0,,,,665.0,120.0,0.21,21.0,XRD,compiled_table,martensitic starting microstructure,Table 1,"Secondary compilation of measured RA vol pct from literature refs [26,32]; Table also reports intercritical gamma 30.8 vol pct.",True,mehrabi_2024_process_map_compilation|5.56|0.15|1.89|1.1|665.0|120.0|0.21|xrd
mehrabi_2024_process_map_compilation,2024.0,10.3390/ma17050993,https://www.mdpi.com/1996-1944/17/5/993,open_access_mdpi,open_access_verified_additions.csv,secondary_compiled_exact,transfer_or_secondary,5.56,0.15,1.89,1.1,0.0,0.0,0.0,,,,710.0,120.0,0.31,31.0,XRD,compiled_table,martensitic starting microstructure,Table 1,"Secondary compilation of measured RA vol pct from literature refs [26,32]; Table also reports intercritical gamma 45.0 vol pct.",True,mehrabi_2024_process_map_compilation|5.56|0.15|1.89|1.1|710.0|120.0|0.31|xrd
mehrabi_2024_process_map_compilation,2024.0,10.3390/ma17050993,https://www.mdpi.com/1996-1944/17/5/993,open_access_mdpi,open_access_verified_additions.csv,secondary_compiled_exact,transfer_or_secondary,5.91,0.18,0.4,1.5,0.0,0.0,0.6,,,,675.0,120.0,0.25,25.0,XRD,compiled_table,martensitic starting microstructure,Table 1,Secondary compilation of measured RA vol pct from literature ref [28]; primary source still needs tracing before final publication dataset.,True,mehrabi_2024_process_map_compilation|5.91|0.18|0.4|1.5|675.0|120.0|0.25|xrd
mehrabi_2024_process_map_compilation,2024.0,10.3390/ma17050993,https://www.mdpi.com/1996-1944/17/5/993,open_access_mdpi,open_access_verified_additions.csv,secondary_compiled_exact,transfer_or_secondary,5.91,0.18,0.4,1.5,0.0,0.0,0.6,,,,690.0,120.0,0.33,33.0,XRD,compiled_table,martensitic starting microstructure,Table 1,Secondary compilation of measured RA vol pct from literature ref [28]; primary source still needs tracing before final publication dataset.,True,mehrabi_2024_process_map_compilation|5.91|0.18|0.4|1.5|690.0|120.0|0.33|xrd
mehrabi_2024_process_map_compilation,2024.0,10.3390/ma17050993,https://www.mdpi.com/1996-1944/17/5/993,open_access_mdpi,open_access_verified_additions.csv,secondary_compiled_exact,transfer_or_secondary,5.91,0.18,0.4,1.5,0.0,0.0,0.6,,,,710.0,120.0,0.37,37.0,XRD,compiled_table,martensitic starting microstructure,Table 1,Secondary compilation of measured RA vol pct from literature ref [28]; primary source still needs tracing before final publication dataset.,True,mehrabi_2024_process_map_compilation|5.91|0.18|0.4|1.5|710.0|120.0|0.37|xrd
grajcar_2018_ra_stability,2018.0,10.3390/app8112156,https://www.mdpi.com/2076-3417/8/11/2156,open_access_mdpi,transfer_real_ra_stability.csv,transfer_real_bainitic_hold,transfer_or_secondary,3.3,0.17,1.7,0.22,,,,0.23,0.0,,450.0,60.0,0.104,10.4,XRD,table,850-700-650-450,Table 3,3Mn steel thermomechanically processed then isothermally held at bainitic temperature; not classic IA but real RA stability data.,True,grajcar_2018_ra_stability|3.3|0.17|1.7|0.22|450.0|60.0|0.104|xrd
grajcar_2018_ra_stability,2018.0,10.3390/app8112156,https://www.mdpi.com/2076-3417/8/11/2156,open_access_mdpi,transfer_real_ra_stability.csv,transfer_real_bainitic_hold,transfer_or_secondary,3.3,0.17,1.7,0.22,,,,0.23,0.0,,450.0,300.0,0.133,13.3,XRD,table,850-700-650-450,Table 3,3Mn steel thermomechanically processed then isothermally held at bainitic temperature; not classic IA but real RA stability data.,True,grajcar_2018_ra_stability|3.3|0.17|1.7|0.22|450.0|300.0|0.133|xrd
grajcar_2018_ra_stability,2018.0,10.3390/app8112156,https://www.mdpi.com/2076-3417/8/11/2156,open_access_mdpi,transfer_real_ra_stability.csv,transfer_real_bainitic_hold,transfer_or_secondary,3.3,0.17,1.7,0.22,,,,0.23,0.0,,450.0,600.0,0.132,13.2,XRD,table,850-700-650-450,Table 3,3Mn steel thermomechanically processed then isothermally held at bainitic temperature; not classic IA but real RA stability data.,True,grajcar_2018_ra_stability|3.3|0.17|1.7|0.22|450.0|600.0|0.132|xrd
